proposal_id,objective,family,family_name,class,overview,rationale,test_method,variation
A0757,A,A_crypto_cause,暗号DD要因別制御,3,利益機会を増やす検証専用機能 #20,Funding/Bfx/ETHの共通急落・流動性・資金調達率反転を分離,検証専用EAとpoint-in-time外部系列で両期間テスト,target=rsi_robust_gbpusd_h4; design_variant=20; objective=A
A0758,A,A_decorrelated_time,低相関時間帯への分散,3,利益機会を増やす検証専用機能 #20,既存の単純時間除外ではなく枠ごとに損失重複を最小化する独立シグナル,時刻を事前固定しEA内で発注、SCAはevery_tick,target=eth_ea_d1; design_variant=20; objective=A
A0759,A,A_risk_budget,限界DDリスク予算,3,利益機会を増やす検証専用機能 #20,単独DDではなく同時系列の限界Expected Shortfallで整数ロットを配分,整数ロット候補ごとに実バックテスト後、口座portfolio,target=rsi_robust_eurusd_h1; design_variant=20; objective=A
A0760,A,A_equity_brake,口座共通エクイティブレーキ,3,利益機会を増やす検証専用機能 #20,口座ピークからのDD段階に応じて新規発注を止める,共有状態を持つ検証EAで順序依存を含め実測,target=sca_gold_m15; design_variant=20; objective=A
A0761,A,A_recovery_state,DD回復状態機械,3,利益機会を増やす検証専用機能 #20,停止後の即時再開を避け、相場状態確認後に段階復帰,複数閾値・待機期間をEA内で実測,target=rsi_robust_usdjpy_h4; design_variant=20; objective=A
A0762,A,A_tail_hedge,テールヘッジ枠,3,利益機会を増やす検証専用機能 #20,JPY急騰、GOLD急落、暗号急落の口座固有テールを別シグナルで相殺,専用EAを単独IS/OOS後に口座portfolio,target=pullback_gold_h4; design_variant=20; objective=A
A0763,A,A_vol_target,離散ボラ目標,3,利益機会を増やす検証専用機能 #20,0.01ロット刻みで実効値が変わる時だけサイズ変更,各整数ロットをMT5で再実測し重複を排除,target=pullback_audjpy_h4; design_variant=20; objective=A
A0764,A,A_capital_split,動的資金分離,3,利益機会を増やす検証専用機能 #20,OANDA/XM間の資金を月次のみ再配分し破産連鎖を避ける,月初残高だけを参照する二口座ウォークフォワードEA/運用層,target=carry_audjpy_d1; design_variant=20; objective=A
A0765,A,A_gold_exit,GOLDテール退出,3,利益機会を増やす検証専用機能 #20,通常TP/SLとは別にギャップ・ATR加速・保有時間の複合退出,検証専用コピーをevery_tickで両期間測定,target=pullback_gbpjpy_h4; design_variant=20; objective=A
A0766,A,A_crypto_exit,暗号テール退出,3,利益機会を増やす検証専用機能 #20,D1終値待ちによる急落DDをイントラバー危機退出で抑える,M1/tick参照の専用コピーで実測,target=pairtrade_eurusd_gbpusd; design_variant=20; objective=A
A0767,A,A_loss_cluster_gate,同時損失クラスタ予測,3,利益機会を増やす検証専用機能 #21,直近の実現損失・含み損・方向集中から新規建てを抑制,過去deal後処理ではなくEA内point-in-time状態でIS/OOS実測,target=pullback_usdjpy_h4; design_variant=21; objective=A
A0768,A,A_gold_cause,GOLD DD要因別制御,3,利益機会を増やす検証専用機能 #21,トレンド逆行・窓・スプレッド・夜間急変・連敗を別々に制御,検証専用GOLD EAをevery_tickで要因別アブレーション,target=sca_gbpjpy_m15; design_variant=21; objective=A
A0769,A,A_crypto_cause,暗号DD要因別制御,3,利益機会を増やす検証専用機能 #21,Funding/Bfx/ETHの共通急落・流動性・資金調達率反転を分離,検証専用EAとpoint-in-time外部系列で両期間テスト,target=fundingrev_btcusd_d1; design_variant=21; objective=A
A0770,A,A_decorrelated_time,低相関時間帯への分散,3,利益機会を増やす検証専用機能 #21,既存の単純時間除外ではなく枠ごとに損失重複を最小化する独立シグナル,時刻を事前固定しEA内で発注、SCAはevery_tick,target=sca_usdjpy_m15; design_variant=21; objective=A
A0771,A,A_risk_budget,限界DDリスク予算,3,利益機会を増やす検証専用機能 #21,単独DDではなく同時系列の限界Expected Shortfallで整数ロットを配分,整数ロット候補ごとに実バックテスト後、口座portfolio,target=bfxrev_btcusd_d1; design_variant=21; objective=A
A0772,A,A_equity_brake,口座共通エクイティブレーキ,3,利益機会を増やす検証専用機能 #21,口座ピークからのDD段階に応じて新規発注を止める,共有状態を持つ検証EAで順序依存を含め実測,target=rsi_robust_gbpusd_h4; design_variant=21; objective=A
A0773,A,A_recovery_state,DD回復状態機械,3,利益機会を増やす検証専用機能 #21,停止後の即時再開を避け、相場状態確認後に段階復帰,複数閾値・待機期間をEA内で実測,target=eth_ea_d1; design_variant=21; objective=A
A0774,A,A_tail_hedge,テールヘッジ枠,3,利益機会を増やす検証専用機能 #21,JPY急騰、GOLD急落、暗号急落の口座固有テールを別シグナルで相殺,専用EAを単独IS/OOS後に口座portfolio,target=rsi_robust_eurusd_h1; design_variant=21; objective=A
A0775,A,A_vol_target,離散ボラ目標,3,利益機会を増やす検証専用機能 #21,0.01ロット刻みで実効値が変わる時だけサイズ変更,各整数ロットをMT5で再実測し重複を排除,target=sca_gold_m15; design_variant=21; objective=A
A0776,A,A_capital_split,動的資金分離,3,利益機会を増やす検証専用機能 #21,OANDA/XM間の資金を月次のみ再配分し破産連鎖を避ける,月初残高だけを参照する二口座ウォークフォワードEA/運用層,target=rsi_robust_usdjpy_h4; design_variant=21; objective=A
A0777,A,A_gold_exit,GOLDテール退出,3,利益機会を増やす検証専用機能 #21,通常TP/SLとは別にギャップ・ATR加速・保有時間の複合退出,検証専用コピーをevery_tickで両期間測定,target=pullback_gold_h4; design_variant=21; objective=A
A0778,A,A_crypto_exit,暗号テール退出,3,利益機会を増やす検証専用機能 #21,D1終値待ちによる急落DDをイントラバー危機退出で抑える,M1/tick参照の専用コピーで実測,target=pullback_audjpy_h4; design_variant=21; objective=A
A0779,A,A_loss_cluster_gate,同時損失クラスタ予測,3,利益機会を増やす検証専用機能 #22,直近の実現損失・含み損・方向集中から新規建てを抑制,過去deal後処理ではなくEA内point-in-time状態でIS/OOS実測,target=carry_audjpy_d1; design_variant=22; objective=A
A0780,A,A_gold_cause,GOLD DD要因別制御,3,利益機会を増やす検証専用機能 #22,トレンド逆行・窓・スプレッド・夜間急変・連敗を別々に制御,検証専用GOLD EAをevery_tickで要因別アブレーション,target=pullback_gbpjpy_h4; design_variant=22; objective=A
A0781,A,A_crypto_cause,暗号DD要因別制御,3,利益機会を増やす検証専用機能 #22,Funding/Bfx/ETHの共通急落・流動性・資金調達率反転を分離,検証専用EAとpoint-in-time外部系列で両期間テスト,target=pairtrade_eurusd_gbpusd; design_variant=22; objective=A
A0782,A,A_decorrelated_time,低相関時間帯への分散,3,利益機会を増やす検証専用機能 #22,既存の単純時間除外ではなく枠ごとに損失重複を最小化する独立シグナル,時刻を事前固定しEA内で発注、SCAはevery_tick,target=pullback_usdjpy_h4; design_variant=22; objective=A
A0783,A,A_risk_budget,限界DDリスク予算,3,利益機会を増やす検証専用機能 #22,単独DDではなく同時系列の限界Expected Shortfallで整数ロットを配分,整数ロット候補ごとに実バックテスト後、口座portfolio,target=sca_gbpjpy_m15; design_variant=22; objective=A
A0784,A,A_equity_brake,口座共通エクイティブレーキ,3,利益機会を増やす検証専用機能 #22,口座ピークからのDD段階に応じて新規発注を止める,共有状態を持つ検証EAで順序依存を含め実測,target=fundingrev_btcusd_d1; design_variant=22; objective=A
A0785,A,A_recovery_state,DD回復状態機械,3,利益機会を増やす検証専用機能 #22,停止後の即時再開を避け、相場状態確認後に段階復帰,複数閾値・待機期間をEA内で実測,target=sca_usdjpy_m15; design_variant=22; objective=A
A0786,A,A_tail_hedge,テールヘッジ枠,3,利益機会を増やす検証専用機能 #22,JPY急騰、GOLD急落、暗号急落の口座固有テールを別シグナルで相殺,専用EAを単独IS/OOS後に口座portfolio,target=bfxrev_btcusd_d1; design_variant=22; objective=A
A0787,A,A_vol_target,離散ボラ目標,3,利益機会を増やす検証専用機能 #22,0.01ロット刻みで実効値が変わる時だけサイズ変更,各整数ロットをMT5で再実測し重複を排除,target=rsi_robust_gbpusd_h4; design_variant=22; objective=A
A0788,A,A_capital_split,動的資金分離,3,利益機会を増やす検証専用機能 #22,OANDA/XM間の資金を月次のみ再配分し破産連鎖を避ける,月初残高だけを参照する二口座ウォークフォワードEA/運用層,target=eth_ea_d1; design_variant=22; objective=A
A0789,A,A_gold_exit,GOLDテール退出,3,利益機会を増やす検証専用機能 #22,通常TP/SLとは別にギャップ・ATR加速・保有時間の複合退出,検証専用コピーをevery_tickで両期間測定,target=rsi_robust_eurusd_h1; design_variant=22; objective=A
A0790,A,A_crypto_exit,暗号テール退出,3,利益機会を増やす検証専用機能 #22,D1終値待ちによる急落DDをイントラバー危機退出で抑える,M1/tick参照の専用コピーで実測,target=sca_gold_m15; design_variant=22; objective=A
A0791,A,A_loss_cluster_gate,同時損失クラスタ予測,3,利益機会を増やす検証専用機能 #23,直近の実現損失・含み損・方向集中から新規建てを抑制,過去deal後処理ではなくEA内point-in-time状態でIS/OOS実測,target=rsi_robust_usdjpy_h4; design_variant=23; objective=A
A0792,A,A_gold_cause,GOLD DD要因別制御,3,利益機会を増やす検証専用機能 #23,トレンド逆行・窓・スプレッド・夜間急変・連敗を別々に制御,検証専用GOLD EAをevery_tickで要因別アブレーション,target=pullback_gold_h4; design_variant=23; objective=A
A0793,A,A_crypto_cause,暗号DD要因別制御,3,利益機会を増やす検証専用機能 #23,Funding/Bfx/ETHの共通急落・流動性・資金調達率反転を分離,検証専用EAとpoint-in-time外部系列で両期間テスト,target=pullback_audjpy_h4; design_variant=23; objective=A
A0794,A,A_decorrelated_time,低相関時間帯への分散,3,利益機会を増やす検証専用機能 #23,既存の単純時間除外ではなく枠ごとに損失重複を最小化する独立シグナル,時刻を事前固定しEA内で発注、SCAはevery_tick,target=carry_audjpy_d1; design_variant=23; objective=A
A0795,A,A_risk_budget,限界DDリスク予算,3,利益機会を増やす検証専用機能 #23,単独DDではなく同時系列の限界Expected Shortfallで整数ロットを配分,整数ロット候補ごとに実バックテスト後、口座portfolio,target=pullback_gbpjpy_h4; design_variant=23; objective=A
A0796,A,A_equity_brake,口座共通エクイティブレーキ,3,利益機会を増やす検証専用機能 #23,口座ピークからのDD段階に応じて新規発注を止める,共有状態を持つ検証EAで順序依存を含め実測,target=pairtrade_eurusd_gbpusd; design_variant=23; objective=A
A0797,A,A_recovery_state,DD回復状態機械,3,利益機会を増やす検証専用機能 #23,停止後の即時再開を避け、相場状態確認後に段階復帰,複数閾値・待機期間をEA内で実測,target=pullback_usdjpy_h4; design_variant=23; objective=A
A0798,A,A_tail_hedge,テールヘッジ枠,3,利益機会を増やす検証専用機能 #23,JPY急騰、GOLD急落、暗号急落の口座固有テールを別シグナルで相殺,専用EAを単独IS/OOS後に口座portfolio,target=sca_gbpjpy_m15; design_variant=23; objective=A
A0799,A,A_vol_target,離散ボラ目標,3,利益機会を増やす検証専用機能 #23,0.01ロット刻みで実効値が変わる時だけサイズ変更,各整数ロットをMT5で再実測し重複を排除,target=fundingrev_btcusd_d1; design_variant=23; objective=A
A0800,A,A_capital_split,動的資金分離,3,利益機会を増やす検証専用機能 #23,OANDA/XM間の資金を月次のみ再配分し破産連鎖を避ける,月初残高だけを参照する二口座ウォークフォワードEA/運用層,target=sca_usdjpy_m15; design_variant=23; objective=A
A0801,A,A_gold_exit,GOLDテール退出,3,利益機会を増やす検証専用機能 #23,通常TP/SLとは別にギャップ・ATR加速・保有時間の複合退出,検証専用コピーをevery_tickで両期間測定,target=bfxrev_btcusd_d1; design_variant=23; objective=A
A0802,A,A_crypto_exit,暗号テール退出,3,利益機会を増やす検証専用機能 #23,D1終値待ちによる急落DDをイントラバー危機退出で抑える,M1/tick参照の専用コピーで実測,target=rsi_robust_gbpusd_h4; design_variant=23; objective=A
A0803,A,A_loss_cluster_gate,同時損失クラスタ予測,3,利益機会を増やす検証専用機能 #24,直近の実現損失・含み損・方向集中から新規建てを抑制,過去deal後処理ではなくEA内point-in-time状態でIS/OOS実測,target=eth_ea_d1; design_variant=24; objective=A
A0804,A,A_gold_cause,GOLD DD要因別制御,3,利益機会を増やす検証専用機能 #24,トレンド逆行・窓・スプレッド・夜間急変・連敗を別々に制御,検証専用GOLD EAをevery_tickで要因別アブレーション,target=rsi_robust_eurusd_h1; design_variant=24; objective=A
A0805,A,A_crypto_cause,暗号DD要因別制御,3,利益機会を増やす検証専用機能 #24,Funding/Bfx/ETHの共通急落・流動性・資金調達率反転を分離,検証専用EAとpoint-in-time外部系列で両期間テスト,target=sca_gold_m15; design_variant=24; objective=A
A0806,A,A_decorrelated_time,低相関時間帯への分散,3,利益機会を増やす検証専用機能 #24,既存の単純時間除外ではなく枠ごとに損失重複を最小化する独立シグナル,時刻を事前固定しEA内で発注、SCAはevery_tick,target=rsi_robust_usdjpy_h4; design_variant=24; objective=A
A0807,A,A_risk_budget,限界DDリスク予算,3,利益機会を増やす検証専用機能 #24,単独DDではなく同時系列の限界Expected Shortfallで整数ロットを配分,整数ロット候補ごとに実バックテスト後、口座portfolio,target=pullback_gold_h4; design_variant=24; objective=A
A0808,A,A_equity_brake,口座共通エクイティブレーキ,3,利益機会を増やす検証専用機能 #24,口座ピークからのDD段階に応じて新規発注を止める,共有状態を持つ検証EAで順序依存を含め実測,target=pullback_audjpy_h4; design_variant=24; objective=A
A0809,A,A_recovery_state,DD回復状態機械,3,利益機会を増やす検証専用機能 #24,停止後の即時再開を避け、相場状態確認後に段階復帰,複数閾値・待機期間をEA内で実測,target=carry_audjpy_d1; design_variant=24; objective=A
A0810,A,A_tail_hedge,テールヘッジ枠,3,利益機会を増やす検証専用機能 #24,JPY急騰、GOLD急落、暗号急落の口座固有テールを別シグナルで相殺,専用EAを単独IS/OOS後に口座portfolio,target=pullback_gbpjpy_h4; design_variant=24; objective=A
A0811,A,A_vol_target,離散ボラ目標,3,利益機会を増やす検証専用機能 #24,0.01ロット刻みで実効値が変わる時だけサイズ変更,各整数ロットをMT5で再実測し重複を排除,target=pairtrade_eurusd_gbpusd; design_variant=24; objective=A
A0812,A,A_capital_split,動的資金分離,3,利益機会を増やす検証専用機能 #24,OANDA/XM間の資金を月次のみ再配分し破産連鎖を避ける,月初残高だけを参照する二口座ウォークフォワードEA/運用層,target=pullback_usdjpy_h4; design_variant=24; objective=A
A0813,A,A_gold_exit,GOLDテール退出,3,利益機会を増やす検証専用機能 #24,通常TP/SLとは別にギャップ・ATR加速・保有時間の複合退出,検証専用コピーをevery_tickで両期間測定,target=sca_gbpjpy_m15; design_variant=24; objective=A
A0814,A,A_crypto_exit,暗号テール退出,3,利益機会を増やす検証専用機能 #24,D1終値待ちによる急落DDをイントラバー危機退出で抑える,M1/tick参照の専用コピーで実測,target=fundingrev_btcusd_d1; design_variant=24; objective=A
A0815,A,A_loss_cluster_gate,同時損失クラスタ予測,3,利益機会を増やす検証専用機能 #25,直近の実現損失・含み損・方向集中から新規建てを抑制,過去deal後処理ではなくEA内point-in-time状態でIS/OOS実測,target=sca_usdjpy_m15; design_variant=25; objective=A
A0816,A,A_gold_cause,GOLD DD要因別制御,3,利益機会を増やす検証専用機能 #25,トレンド逆行・窓・スプレッド・夜間急変・連敗を別々に制御,検証専用GOLD EAをevery_tickで要因別アブレーション,target=bfxrev_btcusd_d1; design_variant=25; objective=A
A0817,A,A_crypto_cause,暗号DD要因別制御,3,利益機会を増やす検証専用機能 #25,Funding/Bfx/ETHの共通急落・流動性・資金調達率反転を分離,検証専用EAとpoint-in-time外部系列で両期間テスト,target=rsi_robust_gbpusd_h4; design_variant=25; objective=A
A0818,A,A_decorrelated_time,低相関時間帯への分散,3,利益機会を増やす検証専用機能 #25,既存の単純時間除外ではなく枠ごとに損失重複を最小化する独立シグナル,時刻を事前固定しEA内で発注、SCAはevery_tick,target=eth_ea_d1; design_variant=25; objective=A
A0819,A,A_risk_budget,限界DDリスク予算,3,利益機会を増やす検証専用機能 #25,単独DDではなく同時系列の限界Expected Shortfallで整数ロットを配分,整数ロット候補ごとに実バックテスト後、口座portfolio,target=rsi_robust_eurusd_h1; design_variant=25; objective=A
A0820,A,A_equity_brake,口座共通エクイティブレーキ,3,利益機会を増やす検証専用機能 #25,口座ピークからのDD段階に応じて新規発注を止める,共有状態を持つ検証EAで順序依存を含め実測,target=sca_gold_m15; design_variant=25; objective=A
A0821,A,A_recovery_state,DD回復状態機械,3,利益機会を増やす検証専用機能 #25,停止後の即時再開を避け、相場状態確認後に段階復帰,複数閾値・待機期間をEA内で実測,target=rsi_robust_usdjpy_h4; design_variant=25; objective=A
A0822,A,A_tail_hedge,テールヘッジ枠,3,利益機会を増やす検証専用機能 #25,JPY急騰、GOLD急落、暗号急落の口座固有テールを別シグナルで相殺,専用EAを単独IS/OOS後に口座portfolio,target=pullback_gold_h4; design_variant=25; objective=A
A0823,A,A_vol_target,離散ボラ目標,3,利益機会を増やす検証専用機能 #25,0.01ロット刻みで実効値が変わる時だけサイズ変更,各整数ロットをMT5で再実測し重複を排除,target=pullback_audjpy_h4; design_variant=25; objective=A
A0824,A,A_capital_split,動的資金分離,3,利益機会を増やす検証専用機能 #25,OANDA/XM間の資金を月次のみ再配分し破産連鎖を避ける,月初残高だけを参照する二口座ウォークフォワードEA/運用層,target=carry_audjpy_d1; design_variant=25; objective=A
A0825,A,A_gold_exit,GOLDテール退出,3,利益機会を増やす検証専用機能 #25,通常TP/SLとは別にギャップ・ATR加速・保有時間の複合退出,検証専用コピーをevery_tickで両期間測定,target=pullback_gbpjpy_h4; design_variant=25; objective=A
A0826,A,A_crypto_exit,暗号テール退出,3,利益機会を増やす検証専用機能 #25,D1終値待ちによる急落DDをイントラバー危機退出で抑える,M1/tick参照の専用コピーで実測,target=pairtrade_eurusd_gbpusd; design_variant=25; objective=A
A0827,A,A_loss_cluster_gate,同時損失クラスタ予測,3,利益機会を増やす検証専用機能 #26,直近の実現損失・含み損・方向集中から新規建てを抑制,過去deal後処理ではなくEA内point-in-time状態でIS/OOS実測,target=pullback_usdjpy_h4; design_variant=26; objective=A
A0828,A,A_gold_cause,GOLD DD要因別制御,3,利益機会を増やす検証専用機能 #26,トレンド逆行・窓・スプレッド・夜間急変・連敗を別々に制御,検証専用GOLD EAをevery_tickで要因別アブレーション,target=sca_gbpjpy_m15; design_variant=26; objective=A
A0829,A,A_crypto_cause,暗号DD要因別制御,3,利益機会を増やす検証専用機能 #26,Funding/Bfx/ETHの共通急落・流動性・資金調達率反転を分離,検証専用EAとpoint-in-time外部系列で両期間テスト,target=fundingrev_btcusd_d1; design_variant=26; objective=A
A0830,A,A_decorrelated_time,低相関時間帯への分散,3,利益機会を増やす検証専用機能 #26,既存の単純時間除外ではなく枠ごとに損失重複を最小化する独立シグナル,時刻を事前固定しEA内で発注、SCAはevery_tick,target=sca_usdjpy_m15; design_variant=26; objective=A
A0831,A,A_risk_budget,限界DDリスク予算,3,利益機会を増やす検証専用機能 #26,単独DDではなく同時系列の限界Expected Shortfallで整数ロットを配分,整数ロット候補ごとに実バックテスト後、口座portfolio,target=bfxrev_btcusd_d1; design_variant=26; objective=A
A0832,A,A_equity_brake,口座共通エクイティブレーキ,3,利益機会を増やす検証専用機能 #26,口座ピークからのDD段階に応じて新規発注を止める,共有状態を持つ検証EAで順序依存を含め実測,target=rsi_robust_gbpusd_h4; design_variant=26; objective=A
A0833,A,A_recovery_state,DD回復状態機械,3,利益機会を増やす検証専用機能 #26,停止後の即時再開を避け、相場状態確認後に段階復帰,複数閾値・待機期間をEA内で実測,target=eth_ea_d1; design_variant=26; objective=A
A0834,A,A_tail_hedge,テールヘッジ枠,3,利益機会を増やす検証専用機能 #26,JPY急騰、GOLD急落、暗号急落の口座固有テールを別シグナルで相殺,専用EAを単独IS/OOS後に口座portfolio,target=rsi_robust_eurusd_h1; design_variant=26; objective=A
A0835,A,A_vol_target,離散ボラ目標,3,利益機会を増やす検証専用機能 #26,0.01ロット刻みで実効値が変わる時だけサイズ変更,各整数ロットをMT5で再実測し重複を排除,target=sca_gold_m15; design_variant=26; objective=A
A0836,A,A_capital_split,動的資金分離,3,利益機会を増やす検証専用機能 #26,OANDA/XM間の資金を月次のみ再配分し破産連鎖を避ける,月初残高だけを参照する二口座ウォークフォワードEA/運用層,target=rsi_robust_usdjpy_h4; design_variant=26; objective=A
A0837,A,A_gold_exit,GOLDテール退出,3,利益機会を増やす検証専用機能 #26,通常TP/SLとは別にギャップ・ATR加速・保有時間の複合退出,検証専用コピーをevery_tickで両期間測定,target=pullback_gold_h4; design_variant=26; objective=A
A0838,A,A_crypto_exit,暗号テール退出,3,利益機会を増やす検証専用機能 #26,D1終値待ちによる急落DDをイントラバー危機退出で抑える,M1/tick参照の専用コピーで実測,target=pullback_audjpy_h4; design_variant=26; objective=A
A0839,A,A_loss_cluster_gate,同時損失クラスタ予測,3,利益機会を増やす検証専用機能 #27,直近の実現損失・含み損・方向集中から新規建てを抑制,過去deal後処理ではなくEA内point-in-time状態でIS/OOS実測,target=carry_audjpy_d1; design_variant=27; objective=A
A0840,A,A_gold_cause,GOLD DD要因別制御,3,利益機会を増やす検証専用機能 #27,トレンド逆行・窓・スプレッド・夜間急変・連敗を別々に制御,検証専用GOLD EAをevery_tickで要因別アブレーション,target=pullback_gbpjpy_h4; design_variant=27; objective=A
A0841,A,A_crypto_cause,暗号DD要因別制御,3,利益機会を増やす検証専用機能 #27,Funding/Bfx/ETHの共通急落・流動性・資金調達率反転を分離,検証専用EAとpoint-in-time外部系列で両期間テスト,target=pairtrade_eurusd_gbpusd; design_variant=27; objective=A
A0842,A,A_decorrelated_time,低相関時間帯への分散,3,利益機会を増やす検証専用機能 #27,既存の単純時間除外ではなく枠ごとに損失重複を最小化する独立シグナル,時刻を事前固定しEA内で発注、SCAはevery_tick,target=pullback_usdjpy_h4; design_variant=27; objective=A
A0843,A,A_risk_budget,限界DDリスク予算,3,利益機会を増やす検証専用機能 #27,単独DDではなく同時系列の限界Expected Shortfallで整数ロットを配分,整数ロット候補ごとに実バックテスト後、口座portfolio,target=sca_gbpjpy_m15; design_variant=27; objective=A
A0844,A,A_equity_brake,口座共通エクイティブレーキ,3,利益機会を増やす検証専用機能 #27,口座ピークからのDD段階に応じて新規発注を止める,共有状態を持つ検証EAで順序依存を含め実測,target=fundingrev_btcusd_d1; design_variant=27; objective=A
A0845,A,A_recovery_state,DD回復状態機械,3,利益機会を増やす検証専用機能 #27,停止後の即時再開を避け、相場状態確認後に段階復帰,複数閾値・待機期間をEA内で実測,target=sca_usdjpy_m15; design_variant=27; objective=A
A0846,A,A_tail_hedge,テールヘッジ枠,3,利益機会を増やす検証専用機能 #27,JPY急騰、GOLD急落、暗号急落の口座固有テールを別シグナルで相殺,専用EAを単独IS/OOS後に口座portfolio,target=bfxrev_btcusd_d1; design_variant=27; objective=A
A0847,A,A_vol_target,離散ボラ目標,3,利益機会を増やす検証専用機能 #27,0.01ロット刻みで実効値が変わる時だけサイズ変更,各整数ロットをMT5で再実測し重複を排除,target=rsi_robust_gbpusd_h4; design_variant=27; objective=A
A0848,A,A_capital_split,動的資金分離,3,利益機会を増やす検証専用機能 #27,OANDA/XM間の資金を月次のみ再配分し破産連鎖を避ける,月初残高だけを参照する二口座ウォークフォワードEA/運用層,target=eth_ea_d1; design_variant=27; objective=A
A0849,A,A_gold_exit,GOLDテール退出,3,利益機会を増やす検証専用機能 #27,通常TP/SLとは別にギャップ・ATR加速・保有時間の複合退出,検証専用コピーをevery_tickで両期間測定,target=rsi_robust_eurusd_h1; design_variant=27; objective=A
A0850,A,A_crypto_exit,暗号テール退出,3,利益機会を増やす検証専用機能 #27,D1終値待ちによる急落DDをイントラバー危機退出で抑える,M1/tick参照の専用コピーで実測,target=sca_gold_m15; design_variant=27; objective=A
A0851,A,A_loss_cluster_gate,同時損失クラスタ予測,3,利益機会を増やす検証専用機能 #28,直近の実現損失・含み損・方向集中から新規建てを抑制,過去deal後処理ではなくEA内point-in-time状態でIS/OOS実測,target=rsi_robust_usdjpy_h4; design_variant=28; objective=A
A0852,A,A_gold_cause,GOLD DD要因別制御,3,利益機会を増やす検証専用機能 #28,トレンド逆行・窓・スプレッド・夜間急変・連敗を別々に制御,検証専用GOLD EAをevery_tickで要因別アブレーション,target=pullback_gold_h4; design_variant=28; objective=A
A0853,A,A_crypto_cause,暗号DD要因別制御,3,利益機会を増やす検証専用機能 #28,Funding/Bfx/ETHの共通急落・流動性・資金調達率反転を分離,検証専用EAとpoint-in-time外部系列で両期間テスト,target=pullback_audjpy_h4; design_variant=28; objective=A
A0854,A,A_decorrelated_time,低相関時間帯への分散,3,利益機会を増やす検証専用機能 #28,既存の単純時間除外ではなく枠ごとに損失重複を最小化する独立シグナル,時刻を事前固定しEA内で発注、SCAはevery_tick,target=carry_audjpy_d1; design_variant=28; objective=A
A0855,A,A_risk_budget,限界DDリスク予算,3,利益機会を増やす検証専用機能 #28,単独DDではなく同時系列の限界Expected Shortfallで整数ロットを配分,整数ロット候補ごとに実バックテスト後、口座portfolio,target=pullback_gbpjpy_h4; design_variant=28; objective=A
A0856,A,A_equity_brake,口座共通エクイティブレーキ,3,利益機会を増やす検証専用機能 #28,口座ピークからのDD段階に応じて新規発注を止める,共有状態を持つ検証EAで順序依存を含め実測,target=pairtrade_eurusd_gbpusd; design_variant=28; objective=A
A0857,A,A_recovery_state,DD回復状態機械,3,利益機会を増やす検証専用機能 #28,停止後の即時再開を避け、相場状態確認後に段階復帰,複数閾値・待機期間をEA内で実測,target=pullback_usdjpy_h4; design_variant=28; objective=A
A0858,A,A_tail_hedge,テールヘッジ枠,3,利益機会を増やす検証専用機能 #28,JPY急騰、GOLD急落、暗号急落の口座固有テールを別シグナルで相殺,専用EAを単独IS/OOS後に口座portfolio,target=sca_gbpjpy_m15; design_variant=28; objective=A
A0859,A,A_vol_target,離散ボラ目標,3,利益機会を増やす検証専用機能 #28,0.01ロット刻みで実効値が変わる時だけサイズ変更,各整数ロットをMT5で再実測し重複を排除,target=fundingrev_btcusd_d1; design_variant=28; objective=A
A0860,A,A_capital_split,動的資金分離,3,利益機会を増やす検証専用機能 #28,OANDA/XM間の資金を月次のみ再配分し破産連鎖を避ける,月初残高だけを参照する二口座ウォークフォワードEA/運用層,target=sca_usdjpy_m15; design_variant=28; objective=A
A0861,A,A_gold_exit,GOLDテール退出,3,利益機会を増やす検証専用機能 #28,通常TP/SLとは別にギャップ・ATR加速・保有時間の複合退出,検証専用コピーをevery_tickで両期間測定,target=bfxrev_btcusd_d1; design_variant=28; objective=A
A0862,A,A_crypto_exit,暗号テール退出,3,利益機会を増やす検証専用機能 #28,D1終値待ちによる急落DDをイントラバー危機退出で抑える,M1/tick参照の専用コピーで実測,target=rsi_robust_gbpusd_h4; design_variant=28; objective=A
A0863,A,A_loss_cluster_gate,同時損失クラスタ予測,3,利益機会を増やす検証専用機能 #29,直近の実現損失・含み損・方向集中から新規建てを抑制,過去deal後処理ではなくEA内point-in-time状態でIS/OOS実測,target=eth_ea_d1; design_variant=29; objective=A
A0864,A,A_gold_cause,GOLD DD要因別制御,3,利益機会を増やす検証専用機能 #29,トレンド逆行・窓・スプレッド・夜間急変・連敗を別々に制御,検証専用GOLD EAをevery_tickで要因別アブレーション,target=rsi_robust_eurusd_h1; design_variant=29; objective=A
A0865,A,A_crypto_cause,暗号DD要因別制御,3,利益機会を増やす検証専用機能 #29,Funding/Bfx/ETHの共通急落・流動性・資金調達率反転を分離,検証専用EAとpoint-in-time外部系列で両期間テスト,target=sca_gold_m15; design_variant=29; objective=A
A0866,A,A_decorrelated_time,低相関時間帯への分散,3,利益機会を増やす検証専用機能 #29,既存の単純時間除外ではなく枠ごとに損失重複を最小化する独立シグナル,時刻を事前固定しEA内で発注、SCAはevery_tick,target=rsi_robust_usdjpy_h4; design_variant=29; objective=A
